epoch,accuracy,loss
0,0.05345036834478378,0.0019626240245997906
1,0.06801371276378632,0.0006395436357706785
2,0.07244880497455597,0.0006307680741883814
3,0.0747772753238678,0.0006239289650693536
4,0.07633113116025925,0.0006175686721689999
5,0.07748658210039139,0.000611090799793601
6,0.07843035459518433,0.0006048997165635228
7,0.07915782928466797,0.0005992281949147582
8,0.07968102395534515,0.0005940520204603672
9,0.08022546768188477,0.0005892875487916172
10,0.08061185479164124,0.0005848933942615986
11,0.08096218854188919,0.0005808374844491482
12,0.08127831667661667,0.0005771118449047208
13,0.08145764470100403,0.000573699944652617
14,0.08162403106689453,0.0005706007941626012
15,0.08174697309732437,0.0005677937297150493
16,0.08180520683526993,0.0005652863765135407
17,0.08187083899974823,0.0005630651721730828
18,0.08185142278671265,0.0005611090455204248
19,0.08181445300579071,0.000559398322366178
20,0.08182092010974884,0.0005579240387305617
21,0.08177285641431808,0.0005566662875935435
22,0.08182831853628159,0.0005556137766689062
23,0.08174420148134232,0.0005547256441786885
24,0.08177008479833603,0.0005539903650060296
25,0.08173495531082153,0.0005533764488063753
26,0.08175806701183319,0.0005528648034669459
27,0.08174697309732437,0.0005524365114979446
28,0.08173218369483948,0.0005521004786714911
29,0.08171554654836655,0.0005517943063750863
